"disease_id","id","name"
"D80","D80.4","Selective deficiency of immunoglobulin M [IgM]"
"D80","D80.5","Immunodeficiency with increased immunoglobulin M [IgM]"
"D80","D80.6","Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia"
"D80","D80.7","Transient hypogammaglobulinaemia of infancy"
"D80","D80.8","Other immunodeficiencies with predominantly antibody defects"
"D80","D80.9","Immunodeficiency with predominantly antibody defects, unspecified"
"D81","D81.0","Severe combined immunodeficiency [SCID] with reticular dysgenesis"
"D81","D81.1","Severe combined immunodeficiency [SCID] with low T- and B-cell numbers"
"D81","D81.2","Severe combined immunodeficiency [SCID] with low or normal B-cell numbers"
"D81","D81.3","Adenosine deaminase [ADA] deficiency"
"D81","D81.4","Nezelof syndrome"
"D81","D81.5","Purine nucleoside phosphorylase [PNP] deficiency"
"D81","D81.6","Major histocompatibility complex class I deficiency"
"D81","D81.7","Major histocompatibility complex class II deficiency"
"D81","D81.8","Other combined immunodeficiencies"
"D81","D81.9","Combined immunodeficiency, unspecified"
"D82","D82.0","Wiskott-Aldrich syndrome"
"D82","D82.1","Di George syndrome"
"D82","D82.2","Immunodeficiency with short-limbed stature"
"D82","D82.3","Immunodeficiency following hereditary defective response to Epstein-Barr virus"
"D82","D82.4","Hyperimmunoglobulin E [IgE] syndrome"
"D82","D82.8","Immunodeficiency associated with other specified major defects"
"D82","D82.9","Immunodeficiency associated with major defect, unspecified"
"D83","D83.0","Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function"
"D83","D83.1","Common variable immunodeficiency with predominant immunoregulatory T-cell disorders"
"D83","D83.2","Common variable immunodeficiency with autoantibodies to B- or T-cells"
"D83","D83.8","Other common variable immunodeficiencies"
"D83","D83.9","Common variable immunodeficiency, unspecified"
"D84","D84.0","Lymphocyte function antigen-1 [LFA-1] defect"
"D84","D84.1","Defects in the complement system"
"D84","D84.8","Other specified immunodeficiencies"
"D84","D84.9","Immunodeficiency, unspecified"
"D86","D86.0","Sarcoidosis of lung"
"D86","D86.1","Sarcoidosis of lymph nodes"
"D86","D86.2","Sarcoidosis of lung with sarcoidosis of lymph nodes"
"D86","D86.3","Sarcoidosis of skin"
"D86","D86.8","Sarcoidosis of other and combined sites"
"D86","D86.9","Sarcoidosis, unspecified"
"D89","D89.0","Polyclonal hypergammaglobulinaemia"
"D89","D89.1","Cryoglobulinaemia"
"D89","D89.2","Hypergammaglobulinaemia, unspecified"
"D89","D89.3","Immune reconstitution syndrome"
"D89","D89.8","Other specified disorders involving the immune mechanism, not elsewhere classified"
"D89","D89.9","Disorder involving the immune mechanism, unspecified"
"E00","E00.0","Congenital iodine-deficiency syndrome, neurological type"
"E00","E00.1","Congenital iodine-deficiency syndrome, myxoedematous type"
"E00","E00.2","Congenital iodine-deficiency syndrome, mixed type"
"E00","E00.9","Congenital iodine-deficiency syndrome, unspecified"
"E01","E01.0","Iodine-deficiency-related diffuse (endemic) goitre"
"E01","E01.1","Iodine-deficiency-related multinodular (endemic) goitre"
"E01","E01.2","Iodine-deficiency-related (endemic) goitre, unspecified"
"E01","E01.8","Other iodine-deficiency-related thyroid disorders and allied conditions"
"E03","E03.0","Congenital hypothyroidism with diffuse goitre"
"E03","E03.1","Congenital hypothyroidism without goitre"
"E03","E03.2","Hypothyroidism due to medicaments and other exogenous substances"
"E03","E03.3","Postinfectious hypothyroidism"
"E03","E03.4","Atrophy of thyroid (acquired)"
"E03","E03.5","Myxoedema coma"
"E03","E03.8","Other specified hypothyroidism"
"E03","E03.9","Hypothyroidism, unspecified"
"E04","E04.0","Nontoxic diffuse goitre"
"E04","E04.1","Nontoxic single thyroid nodule"
"E04","E04.2","Nontoxic multinodular goitre"
"E04","E04.8","Other specified nontoxic goitre"
"E04","E04.9","Nontoxic goitre, unspecified"
"E05","E05.0","Thyrotoxicosis with diffuse goitre"
"E05","E05.1","Thyrotoxicosis with toxic single thyroid nodule"
"E05","E05.2","Thyrotoxicosis with toxic multinodular goitre"
"E05","E05.3","Thyrotoxicosis from ectopic thyroid tissue"
"E05","E05.4","Thyrotoxicosis factitia"
"E05","E05.5","Thyroid crisis or storm"
"E05","E05.8","Other thyrotoxicosis"
"E05","E05.9","Thyrotoxicosis, unspecified"
"E06","E06.0","Acute thyroiditis"
"E06","E06.1","Subacute thyroiditis"
"E06","E06.2","Chronic thyroiditis with transient thyrotoxicosis"
"E06","E06.3","Autoimmune thyroiditis"
"E06","E06.4","Drug-induced thyroiditis"
"E06","E06.5","Other chronic thyroiditis"
"E06","E06.9","Thyroiditis, unspecified"
"E07","E07.0","Hypersecretion of calcitonin"
"E07","E07.1","Dyshormogenetic goitre"
"E07","E07.8","Other specified disorders of thyroid"
"E07","E07.9","Disorder of thyroid, unspecified"
"E10","E10.0","Type 1 diabetes mellitus with coma"
"E10","E10.1","Type 1 diabetes mellitus with ketoacidosis"
"E10","E10.2","Type 1 diabetes mellitus with renal complications"
"E10","E10.3","Type 1 diabetes mellitus with ophthalmic complications"
"E10","E10.4","Type 1 diabetes mellitus with neurological complications"
"E10","E10.5","Type 1 diabetes mellitus with peripheral circulatory complications"
"E10","E10.6","Type 1 diabetes mellitus with other specified complications"
"E10","E10.7","Type 1 diabetes mellitus with multiple complications"
"E10","E10.8","Type 1 diabetes mellitus with unspecified complications"
"E10","E10.9","Type 1 diabetes mellitus without complications"
"E11","E11.0","Type 2 diabetes mellitus with coma"
"E11","E11.1","Type 2 diabetes mellitus with ketoacidosis"
"E11","E11.2","Type 2 diabetes mellitus with renal complications"
"E11","E11.3","Type 2 diabetes mellitus with ophthalmic complications"
"E11","E11.4","Type 2 diabetes mellitus with neurological complications"
"E11","E11.5","Type 2 diabetes mellitus with peripheral circulatory complications"
"E11","E11.6","Type 2 diabetes mellitus with other specified complications"
"E11","E11.7","Type 2 diabetes mellitus with multiple complications"
"E11","E11.8","Type 2 diabetes mellitus with unspecified complications"
"E11","E11.9","Type 2 diabetes mellitus without complications"
"E12","E12.0","Malnutrition-related diabetes mellitus with coma"
"E12","E12.1","Malnutrition-related diabetes mellitus with ketoacidosis"
"E12","E12.2","Malnutrition-related diabetes mellitus with renal complications"
"E12","E12.3","Malnutrition-related diabetes mellitus with ophthalmic complications"
"E12","E12.4","Malnutrition-related diabetes mellitus with neurological complications"
"E12","E12.5","Malnutrition-related diabetes mellitus with peripheral circulatory complications"
"E12","E12.6","Malnutrition-related diabetes mellitus with other specified complications"
"E12","E12.7","Malnutrition-related diabetes mellitus with multiple complications"
"E12","E12.8","Malnutrition-related diabetes mellitus with unspecified complications"
"E12","E12.9","Malnutrition-related diabetes mellitus without complications"
"E13","E13.0","Other specified diabetes mellitus with coma"
"E13","E13.1","Other specified diabetes mellitus with ketoacidosis"
"E13","E13.2","Other specified diabetes mellitus with renal complications"
"E13","E13.3","Other specified diabetes mellitus with ophthalmic complications"
"E13","E13.4","Other specified diabetes mellitus with neurological complications"
"E13","E13.5","Other specified diabetes mellitus with peripheral circulatory complications"
"E13","E13.6","Other specified diabetes mellitus with other specified complications"
"E13","E13.7","Other specified diabetes mellitus with multiple complications"
"E13","E13.8","Other specified diabetes mellitus with unspecified complications"
"E13","E13.9","Other specified diabetes mellitus without complications"
"E14","E14.0","Unspecified diabetes mellitus with coma"
"E14","E14.1","Unspecified diabetes mellitus with ketoacidosis"
"E14","E14.2","Unspecified diabetes mellitus with renal complications"
"E14","E14.3","Unspecified diabetes mellitus with ophthalmic complications"
"E14","E14.4","Unspecified diabetes mellitus with neurological complications"
"E14","E14.5","Unspecified diabetes mellitus with peripheral circulatory complications"
"E14","E14.6","Unspecified diabetes mellitus with other specified complications"
"E14","E14.7","Unspecified diabetes mellitus with multiple complications"
"E14","E14.8","Unspecified diabetes mellitus with unspecified complications"
"E14","E14.9","Unspecified diabetes mellitus without complications"
"E16","E16.0","Drug-induced hypoglycaemia without coma"
"E16","E16.1","Other hypoglycaemia"
"E16","E16.2","Hypoglycaemia, unspecified"
"E16","E16.3","Increased secretion of glucagon"
"E16","E16.4","Abnormal secretion of gastrin"
"E16","E16.8","Other specified disorders of pancreatic internal secretion"
"E16","E16.9","Disorder of pancreatic internal secretion, unspecified"
"E20","E20.0","Idiopathic hypoparathyroidism"
"E20","E20.1","Pseudohypoparathyroidism"
"E20","E20.8","Other hypoparathyroidism"
"E20","E20.9","Hypoparathyroidism, unspecified"
"E21","E21.0","Primary hyperparathyroidism"
"E21","E21.1","Secondary hyperparathyroidism, not elsewhere classified"
"E21","E21.2","Other hyperparathyroidism"
"E21","E21.3","Hyperparathyroidism, unspecified"
"E21","E21.4","Other specified disorders of parathyroid gland"
"E21","E21.5","Disorder of parathyroid gland, unspecified"
"E22","E22.0","Acromegaly and pituitary gigantism"
"E22","E22.1","Hyperprolactinaemia"
"E22","E22.2","Syndrome of inappropriate secretion of antidiuretic hormone"
"E22","E22.8","Other hyperfunction of pituitary gland"
"E22","E22.9","Hyperfunction of pituitary gland, unspecified"
"E23","E23.0","Hypopituitarism"
"E23","E23.1","Drug-induced hypopituitarism"
"E23","E23.2","Diabetes insipidus"
"E23","E23.3","Hypothalamic dysfunction, not elsewhere classified"
"E23","E23.6","Other disorders of pituitary gland"
"E23","E23.7","Disorder of pituitary gland, unspecified"
"E24","E24.0","Pituitary-dependent Cushing disease"
"E24","E24.1","Nelson syndrome"
"E24","E24.2","Drug-induced Cushing syndrome"
"E24","E24.3","Ectopic ACTH syndrome"
"E24","E24.4","Alcohol-induced pseudo-Cushing syndrome"
"E24","E24.8","Other Cushing syndrome"
"E24","E24.9","Cushing syndrome, unspecified"
"E25","E25.0","Congenital adrenogenital disorders associated with enzyme deficiency"
"E25","E25.8","Other adrenogenital disorders"
"E25","E25.9","Adrenogenital disorder, unspecified"
"E26","E26.0","Primary hyperaldosteronism"
"E26","E26.1","Secondary hyperaldosteronism"
"E26","E26.8","Other hyperaldosteronism"
"E26","E26.9","Hyperaldosteronism, unspecified"
"E27","E27.0","Other adrenocortical overactivity"
"E27","E27.1","Primary adrenocortical insufficiency"
"E27","E27.2","Addisonian crisis"
"E27","E27.3","Drug-induced adrenocortical insufficiency"
"E27","E27.4","Other and unspecified adrenocortical insufficiency"
"E27","E27.5","Adrenomedullary hyperfunction"
"E27","E27.8","Other specified disorders of adrenal gland"
"E27","E27.9","Disorder of adrenal gland, unspecified"
"E28","E28.0","Ovarian dysfunction: Estrogen excess"
"E28","E28.1","Ovarian dysfunction: Androgen excess"
"E28","E28.2","Polycystic ovarian syndrome"
"E28","E28.3","Primary ovarian failure"
"E28","E28.8","Other ovarian dysfunction"
"E28","E28.9","Ovarian dysfunction, unspecified"
"E29","E29.0","Testicular hyperfunction"
"E29","E29.1","Testicular hypofunction"
"E29","E29.8","Other testicular dysfunction"
"E29","E29.9","Testicular dysfunction, unspecified"
"E30","E30.0","Delayed puberty"
"E30","E30.1","Precocious puberty"
"E30","E30.8","Other disorders of puberty"
"E30","E30.9","Disorder of puberty, unspecified"
"E31","E31.0","Autoimmune polyglandular failure"
"E31","E31.1","Polyglandular hyperfunction"
"E31","E31.8","Other polyglandular dysfunction"
"E31","E31.9","Polyglandular dysfunction, unspecified"
"E32","E32.0","Persistent hyperplasia of thymus"
"E32","E32.1","Abscess of thymus"
"E32","E32.8","Other diseases of thymus"
"E32","E32.9","Disease of thymus, unspecified"
"E34","E34.0","Carcinoid syndrome"
"E34","E34.1","Other hypersecretion of intestinal hormones"
"E34","E34.2","Ectopic hormone secretion, not elsewhere classified"
"E34","E34.3","Short stature, not elsewhere classified"
"E34","E34.4","Constitutional tall stature"
"E34","E34.5","Androgen resistance syndrome"
"E34","E34.8","Other specified endocrine disorders"
"E34","E34.9","Endocrine disorder, unspecified"
"E35","E35.0","Disorders of thyroid gland in diseases classified elsewhere"
"E35","E35.1","Disorders of adrenal glands in diseases classified elsewhere"
"E35","E35.8","Disorders of other endocrine glands in diseases classified elsewhere"
"E44","E44.0","Moderate protein-energy malnutrition"
"E44","E44.1","Mild protein-energy malnutrition"
"E50","E50.0","Vitamin A deficiency with conjunctival xerosis"
"E50","E50.1","Vitamin A deficiency with Bitot spot and conjunctival xerosis"
"E50","E50.2","Vitamin A deficiency with corneal xerosis"
"E50","E50.3","Vitamin A deficiency with corneal ulceration and xerosis"
"E50","E50.4","Vitamin A deficiency with keratomalacia"
"E50","E50.5","Vitamin A deficiency with night blindness"
"E50","E50.6","Vitamin A deficiency with xerophthalmic scars of cornea"
"E50","E50.7","Other ocular manifestations of vitamin A deficiency"
"E50","E50.8","Other manifestations of vitamin A deficiency"
"E50","E50.9","Vitamin A deficiency, unspecified"
"E51","E51.1","Beriberi"
"E51","E51.2","Wernicke encephalopathy"
"E51","E51.8","Other manifestations of thiamine deficiency"
"E51","E51.9","Thiamine deficiency, unspecified"
"E53","E53.0","Riboflavin deficiency"
"E53","E53.1","Pyridoxine deficiency"
"E53","E53.8","Deficiency of other specified B group vitamins"
"E53","E53.9","Vitamin B deficiency, unspecified"
"E55","E55.0","Rickets, active"
"E55","E55.9","Vitamin D deficiency, unspecified"
"E56","E56.0","Deficiency of vitamin E"
"E56","E56.1","Deficiency of vitamin K"
"E56","E56.8","Deficiency of other vitamins"
"E56","E56.9","Vitamin deficiency, unspecified"
"E61","E61.0","Copper deficiency"
"E61","E61.1","Iron deficiency"
"E61","E61.2","Magnesium deficiency"
"E61","E61.3","Manganese deficiency"
"E61","E61.4","Chromium deficiency"
"E61","E61.5","Molybdenum deficiency"
"E61","E61.6","Vanadium deficiency"
"E61","E61.7","Deficiency of multiple nutrient elements"
"E61","E61.8","Deficiency of other specified nutrient elements"
"E61","E61.9","Deficiency of nutrient element, unspecified"
"E63","E63.0","Essential fatty acid [EFA] deficiency"
"E63","E63.1","Imbalance of constituents of food intake"
"E63","E63.8","Other specified nutritional deficiencies"
"E63","E63.9","Nutritional deficiency, unspecified"
"E64","E64.0","Sequelae of protein-energy malnutrition"
"E64","E64.1","Sequelae of vitamin A deficiency"
"E64","E64.2","Sequelae of vitamin C deficiency"
"E64","E64.3","Sequelae of rickets"
"E64","E64.8","Sequelae of other nutritional deficiencies"
"E64","E64.9","Sequelae of unspecified nutritional deficiency"
"E66","E66.0","Obesity due to excess calories"
"E66","E66.1","Drug-induced obesity"
"E66","E66.2","Extreme obesity with alveolar hypoventilation"
"E66","E66.8","Other obesity"
"E66","E66.9","Obesity, unspecified"
"E67","E67.0","Hypervitaminosis A"
"E67","E67.1","Hypercarotenaemia"
"E67","E67.2","Megavitamin-B 6 syndrome"
"E67","E67.3","Hypervitaminosis D"
"E67","E67.8","Other specified hyperalimentation"
"E70","E70.0","Classical phenylketonuria"
"E70","E70.1","Other hyperphenylalaninaemias"
"E70","E70.2","Disorders of tyrosine metabolism"
"E70","E70.3","Albinism"
"E70","E70.8","Other disorders of aromatic amino-acid metabolism"
"E70","E70.9","Disorder of aromatic amino-acid metabolism, unspecified"
"E71","E71.0","Maple-syrup-urine disease"
"E71","E71.1","Other disorders of branched-chain amino-acid metabolism"
"E71","E71.2","Disorder of branched-chain amino-acid metabolism, unspecified"
"E71","E71.3","Disorders of fatty-acid metabolism"
"E72","E72.0","Disorders of amino-acid transport"
"E72","E72.1","Disorders of sulfur-bearing amino-acid metabolism"
"E72","E72.2","Disorders of urea cycle metabolism"
"E72","E72.3","Disorders of lysine and hydroxylysine metabolism"
"E72","E72.4","Disorders of ornithine metabolism"
"E72","E72.5","Disorders of glycine metabolism"
"E72","E72.8","Other specified disorders of amino-acid metabolism"
"E72","E72.9","Disorder of amino-acid metabolism, unspecified"
"E73","E73.0","Congenital lactase deficiency"
"E73","E73.1","Secondary lactase deficiency"
"E73","E73.8","Other lactose intolerance"
"E73","E73.9","Lactose intolerance, unspecified"
"E74","E74.0","Glycogen storage disease"
"E74","E74.1","Disorders of fructose metabolism"
"E74","E74.2","Disorders of galactose metabolism"
"E74","E74.3","Other disorders of intestinal carbohydrate absorption"
"E74","E74.4","Disorders of pyruvate metabolism and gluconeogenesis"
"E74","E74.8","Other specified disorders of carbohydrate metabolism"
"E74","E74.9","Disorder of carbohydrate metabolism, unspecified"
"E75","E75.0","GM 2 gangliosidosis"
"E75","E75.1","Other gangliosidosis"
"E75","E75.2","Other sphingolipidosis"
"E75","E75.3","Sphingolipidosis, unspecified"
"E75","E75.4","Neuronal ceroid lipofuscinosis"
"E75","E75.5","Other lipid storage disorders"
"E75","E75.6","Lipid storage disorder, unspecified"
"E76","E76.0","Mucopolysaccharidosis, type I"
